time(sec),hr(heart rate),ppg
75.9333,60,-0.40683
75.9667,60,-0.20801
76,60,-9.9346e-05
76.0333,60,0.20781
76.0667,60,0.40665
76.1,60,0.5877
76.1333,60,0.74308
76.1667,60,0.86598
76.2,60,0.95103
76.2333,60,0.99451
76.2667,60,0.99453
76.3,60,0.95109
76.3333,60,0.86608
76.3667,60,0.74321
76.4,60,0.58787
76.4333,60,0.40683
76.4667,60,0.20801
76.5,60,9.9999e-05
76.5333,60,-0.20781
76.5667,60,-0.40665
76.6,60,-0.5877
76.6333,60,-0.74308
76.6667,60,-0.86598
76.7,60,-0.95103
76.7333,60,-0.99451
76.7667,60,-0.99453
76.8,60,-0.95109
76.8333,60,-0.86608
76.8667,60,-0.74321
76.9,60,-0.58787
76.9333,60,-0.40683
76.9667,60,-0.20801
77,60,-0.00010065
77.0333,60,0.20781
77.0667,60,0.40664
77.1,60,0.5877
77.1333,60,0.74308
77.1667,60,0.86597
77.2,60,0.95103
77.2333,60,0.99451
77.2667,60,0.99453
77.3,60,0.95109
77.3333,60,0.86608
77.3667,60,0.74321
77.4,60,0.58787
77.4333,60,0.40683
77.4667,60,0.20801
77.5,60,0.00010131
77.5333,60,-0.20781
77.5667,60,-0.40664
77.6,60,-0.5877
77.6333,60,-0.74308
77.6667,60,-0.86597
77.7,60,-0.95103
77.7333,60,-0.99451
77.7667,60,-0.99453
77.8,60,-0.95109
77.8333,60,-0.86608
77.8667,60,-0.74321
77.9,60,-0.58787
77.9333,60,-0.40683
77.9667,60,-0.20801
78,60,-0.00010196
78.0333,60,0.20781
78.0667,60,0.40664
78.1,60,0.5877
78.1333,60,0.74308
78.1667,60,0.86597
78.2,60,0.95102
78.2333,60,0.99451
78.2667,60,0.99453
78.3,60,0.95109
78.3333,60,0.86608
78.3667,60,0.74321
78.4,60,0.58787
78.4333,60,0.40683
78.4667,60,0.20801
78.5,60,0.00010261
78.5333,60,-0.20781
78.5667,60,-0.40664
78.6,60,-0.5877
78.6333,60,-0.74308
78.6667,60,-0.86597
78.7,60,-0.95102
78.7333,60,-0.99451
78.7667,60,-0.99453
78.8,60,-0.95109
78.8333,60,-0.86608
78.8667,60,-0.74321
78.9,60,-0.58787
78.9333,60,-0.40683
78.9667,60,-0.20801
79,60,-0.00010327
79.0333,60,0.20781
79.0667,60,0.40664
79.1,60,0.5877
79.1333,60,0.74308
79.1667,60,0.86597
79.2,60,0.95102
79.2333,60,0.99451
79.2667,60,0.99453
79.3,60,0.95109
79.3333,60,0.86608
79.3667,60,0.74321
79.4,60,0.58787
79.4333,60,0.40683
79.4667,60,0.20801
79.5,60,0.00010392
79.5333,60,-0.20781
79.5667,60,-0.40664
79.6,60,-0.5877
79.6333,60,-0.74308
79.6667,60,-0.86597
79.7,60,-0.95102
79.7333,60,-0.99451
79.7667,60,-0.99453
79.8,60,-0.95109
79.8333,60,-0.86608
79.8667,60,-0.74321
79.9,60,-0.58787
79.9333,60,-0.40683
79.9667,60,-0.20801
80,60,-0.00010457
80.0333,60,0.20781
80.0667,60,0.40664
80.1,60,0.5877
80.1333,60,0.74307
80.1667,60,0.86597
80.2,60,0.95102
80.2333,60,0.99451
80.2667,60,0.99453
80.3,60,0.95109
80.3333,60,0.86608
80.3667,60,0.74322
80.4,60,0.58787
80.4333,60,0.40683
80.4667,60,0.20801
80.5,60,0.00010523
80.5333,60,-0.20781
80.5667,60,-0.40664
80.6,60,-0.5877
80.6333,60,-0.74307
80.6667,60,-0.86597
80.7,60,-0.95102
80.7333,60,-0.99451
80.7667,60,-0.99453
80.8,60,-0.95109
80.8333,60,-0.86608
80.8667,60,-0.74322
80.9,60,-0.58787
80.9333,60,-0.40683
80.9667,60,-0.20802
81,60,-0.00010588
81.0333,60,0.20781
81.0667,60,0.40664
81.1,60,0.5877
81.1333,60,0.74307
81.1667,60,0.86597
81.2,60,0.95102
81.2333,60,0.99451
81.2667,60,0.99453
81.3,60,0.95109
81.3333,60,0.86608
81.3667,60,0.74322
81.4,60,0.58787
81.4333,60,0.40683
81.4667,60,0.20802
81.5,60,0.00010654
81.5333,60,-0.20781
81.5667,60,-0.40664
81.6,60,-0.5877
81.6333,60,-0.74307
81.6667,60,-0.86597
81.7,60,-0.95102
81.7333,60,-0.99451
81.7667,60,-0.99453
81.8,60,-0.95109
81.8333,60,-0.86608
81.8667,60,-0.74322
81.9,60,-0.58787
81.9333,60,-0.40683
81.9667,60,-0.20802
82,60,-0.00010719
82.0333,60,0.20781
82.0667,60,0.40664
82.1,60,0.5877
82.1333,60,0.74307
82.1667,60,0.86597
82.2,60,0.95102
82.2333,60,0.99451
82.2667,60,0.99453
82.3,60,0.95109
82.3333,60,0.86608
82.3667,60,0.74322
82.4,60,0.58787
82.4333,60,0.40684
82.4667,60,0.20802
82.5,60,0.00010784
82.5333,60,-0.20781
82.5667,60,-0.40664
82.6,60,-0.5877
82.6333,60,-0.74307
82.6667,60,-0.86597
82.7,60,-0.95102
82.7333,60,-0.99451
82.7667,60,-0.99453
82.8,60,-0.95109
82.8333,60,-0.86608
82.8667,60,-0.74322
82.9,60,-0.58787
82.9333,60,-0.40684
82.9667,60,-0.20802
83,60,-0.0001085
83.0333,60,0.20781
83.0667,60,0.40664
83.1,60,0.5877
83.1333,60,0.74307
83.1667,60,0.86597
83.2,60,0.95102
83.2333,60,0.99451
83.2667,60,0.99453
83.3,60,0.95109
83.3333,60,0.86608
83.3667,60,0.74322
83.4,60,0.58787
83.4333,60,0.40684
83.4667,60,0.20802
83.5,60,0.00010915
83.5333,60,-0.2078
83.5667,60,-0.40664
83.6,60,-0.5877
83.6333,60,-0.74307
83.6667,60,-0.86597
83.7,60,-0.95102
83.7333,60,-0.99451
83.7667,60,-0.99453
83.8,60,-0.95109
83.8333,60,-0.86608
83.8667,60,-0.74322
83.9,60,-0.58787
83.9333,60,-0.40684
83.9667,60,-0.20802
84,60,-0.0001098
84.0333,60,0.2078
84.0667,60,0.40664
84.1,60,0.5877
84.1333,60,0.74307
84.1667,60,0.86597
84.2,60,0.95102
84.2333,60,0.99451
84.2667,60,0.99453
84.3,60,0.95109
84.3333,60,0.86608
84.3667,60,0.74322
84.4,60,0.58787
84.4333,60,0.40684
84.4667,60,0.20802
84.5,60,0.00011046
84.5333,60,-0.2078
84.5667,60,-0.40664
84.6,60,-0.5877
84.6333,60,-0.74307
84.6667,60,-0.86597
84.7,60,-0.95102
84.7333,60,-0.99451
84.7667,60,-0.99453
84.8,60,-0.95109
84.8333,60,-0.86608
84.8667,60,-0.74322
84.9,60,-0.58788
84.9333,60,-0.40684
84.9667,60,-0.20802
85,60,-0.00011111
85.0333,60,0.2078
85.0667,60,0.40664
85.1,60,0.5877
85.1333,60,0.74307
85.1667,60,0.86597
85.2,60,0.95102
85.2333,60,0.99451
85.2667,60,0.99453
85.3,60,0.95109
85.3333,60,0.86608
85.3667,60,0.74322
85.4,60,0.58788
85.4333,60,0.40684
85.4667,60,0.20802
85.5,60,0.00011176
85.5333,60,-0.2078
85.5667,60,-0.40663
85.6,60,-0.58769
85.6333,60,-0.74307
85.6667,60,-0.86597
85.7,60,-0.95102
85.7333,60,-0.99451
85.7667,60,-0.99453
85.8,60,-0.95109
85.8333,60,-0.86608
85.8667,60,-0.74322
85.9,60,-0.58788
85.9333,60,-0.40684
85.9667,60,-0.20802
86,60,-0.00011242
86.0333,60,0.2078
86.0667,60,0.40663
86.1,60,0.58769
86.1333,60,0.74307
86.1667,60,0.86597
86.2,60,0.95102
86.2333,60,0.99451
86.2667,60,0.99453
86.3,60,0.95109
86.3333,60,0.86608
86.3667,60,0.74322
86.4,60,0.58788
86.4333,60,0.40684
86.4667,60,0.20802
86.5,60,0.00011307
86.5333,60,-0.2078
86.5667,60,-0.40663
86.6,60,-0.58769
86.6333,60,-0.74307
86.6667,60,-0.86597
86.7,60,-0.95102
86.7333,60,-0.99451
86.7667,60,-0.99453
86.8,60,-0.95109
86.8333,60,-0.86608
86.8667,60,-0.74322
86.9,60,-0.58788
86.9333,60,-0.40684
86.9667,60,-0.20802
87,60,-0.00011372
87.0333,60,0.2078
87.0667,60,0.40663
87.1,60,0.58769
87.1333,60,0.74307
87.1667,60,0.86597
87.2,60,0.95102
87.2333,60,0.99451
87.2667,60,0.99453
87.3,60,0.95109
87.3333,60,0.86608
87.3667,60,0.74322
87.4,60,0.58788
87.4333,60,0.40684
87.4667,60,0.20802
87.5,60,0.00011438
87.5333,60,-0.2078
87.5667,60,-0.40663
87.6,60,-0.58769
87.6333,60,-0.74307
87.6667,60,-0.86597
87.7,60,-0.95102
87.7333,60,-0.99451
87.7667,60,-0.99453
87.8,60,-0.95109
87.8333,60,-0.86608
87.8667,60,-0.74322
87.9,60,-0.58788
87.9333,60,-0.40684
87.9667,60,-0.20802
88,60,-0.00011503
88.0333,60,0.2078
88.0667,60,0.40663
88.1,60,0.58769
88.1333,60,0.74307
88.1667,60,0.86597
88.2,60,0.95102
88.2333,60,0.99451
88.2667,60,0.99453
88.3,60,0.95109
88.3333,60,0.86608
88.3667,60,0.74322
88.4,60,0.58788
88.4333,60,0.40684
88.4667,60,0.20802
88.5,60,0.00011569
88.5333,60,-0.2078
88.5667,60,-0.40663
88.6,60,-0.58769
88.6333,60,-0.74307
88.6667,60,-0.86597
88.7,60,-0.95102
88.7333,60,-0.99451
88.7667,60,-0.99453
88.8,60,-0.95109
88.8333,60,-0.86608
88.8667,60,-0.74322
88.9,60,-0.58788
88.9333,60,-0.40684
88.9667,60,-0.20803
89,60,-0.00011634
89.0333,60,0.2078
89.0667,60,0.40663
89.1,60,0.58769
89.1333,60,0.74307
89.1667,60,0.86597
89.2,60,0.95102
89.2333,60,0.99451
89.2667,60,0.99453
89.3,60,0.95109
89.3333,60,0.86608
89.3667,60,0.74322
89.4,60,0.58788
89.4333,60,0.40684
89.4667,60,0.20803
89.5,60,0.00011699
89.5333,60,-0.2078
89.5667,60,-0.40663
89.6,60,-0.58769
89.6333,60,-0.74307
89.6667,60,-0.86597
89.7,60,-0.95102
89.7333,60,-0.99451
89.7667,60,-0.99453
89.8,60,-0.95109
89.8333,60,-0.86608
89.8667,60,-0.74322
89.9,60,-0.58788
89.9333,60,-0.40684
89.9667,60,-0.20803
90,60,-0.00011765
90.0333,60,0.2078
90.0667,60,0.40663
90.1,60,0.58769
90.1333,60,0.74307
90.1667,60,0.86597
90.2,60,0.95102
90.2333,60,0.99451
90.2667,60,0.99453
90.3,60,0.95109
90.3333,60,0.86608
90.3667,60,0.74322
90.4,60,0.58788
90.4333,60,0.40684
90.4667,60,0.20803
90.5,60,0.0001183
90.5333,60,-0.2078
90.5667,60,-0.40663
90.6,60,-0.58769
90.6333,60,-0.74307
90.6667,60,-0.86597
90.7,60,-0.95102
90.7333,60,-0.99451
90.7667,60,-0.99453
90.8,60,-0.95109
90.8333,60,-0.86608
90.8667,60,-0.74322
90.9,60,-0.58788
90.9333,60,-0.40685
90.9667,60,-0.20803
91,60,-0.00011895
91.0333,60,0.2078
91.0667,60,0.40663
91.1,60,0.58769
91.1333,60,0.74307
91.1667,60,0.86597
91.2,60,0.95102
91.2333,60,0.99451
91.2667,60,0.99453
91.3,60,0.95109
91.3333,60,0.86609
91.3667,60,0.74322
91.4,60,0.58788
91.4333,60,0.40685
91.4667,60,0.20803
91.5,60,0.00011961
91.5333,60,-0.20779
91.5667,60,-0.40663
91.6,60,-0.58769
91.6333,60,-0.74306
91.6667,60,-0.86597
91.7,60,-0.95102
91.7333,60,-0.99451
91.7667,60,-0.99453
91.8,60,-0.95109
91.8333,60,-0.86609
91.8667,60,-0.74323
91.9,60,-0.58788
91.9333,60,-0.40685
91.9667,60,-0.20803
92,60,-0.00012026
92.0333,60,0.20779
92.0667,60,0.40663
92.1,60,0.58769
92.1333,60,0.74306
92.1667,60,0.86597
92.2,60,0.95102
92.2333,60,0.99451
92.2667,60,0.99453
92.3,60,0.95109
92.3333,60,0.86609
92.3667,60,0.74323
92.4,60,0.58788
92.4333,60,0.40685
92.4667,60,0.20803
92.5,60,0.00012091
92.5333,60,-0.20779
92.5667,60,-0.40663
92.6,60,-0.58769
92.6333,60,-0.74306
92.6667,60,-0.86596
92.7,60,-0.95102
92.7333,60,-0.99451
92.7667,60,-0.99453
92.8,60,-0.95109
92.8333,60,-0.86609
92.8667,60,-0.74323
92.9,60,-0.58788
92.9333,60,-0.40685
92.9667,60,-0.20803
93,60,-0.00012157
93.0333,60,0.20779
93.0667,60,0.40663
93.1,60,0.58769
93.1333,60,0.74306
93.1667,60,0.86596
93.2,60,0.95102
93.2333,60,0.99451
93.2667,60,0.99453
93.3,60,0.95109
93.3333,60,0.86609
93.3667,60,0.74323
93.4,60,0.58788
93.4333,60,0.40685
93.4667,60,0.20803
93.5,60,0.00012222
93.5333,60,-0.20779
93.5667,60,-0.40662
93.6,60,-0.58769
93.6333,60,-0.74306
93.6667,60,-0.86596
93.7,60,-0.95102
93.7333,60,-0.99451
93.7667,60,-0.99453
93.8,60,-0.95109
93.8333,60,-0.86609
93.8667,60,-0.74323
93.9,60,-0.58788
93.9333,60,-0.40685
93.9667,60,-0.20803
94,60,-0.00012287
94.0333,60,0.20779
94.0667,60,0.40662
94.1,60,0.58769
94.1333,60,0.74306
94.1667,60,0.86596
94.2,60,0.95102
94.2333,60,0.99451
94.2667,60,0.99453
94.3,60,0.95109
94.3333,60,0.86609
94.3667,60,0.74323
94.4,60,0.58789
94.4333,60,0.40685
94.4667,60,0.20803
94.5,60,0.00012353
94.5333,60,-0.20779
94.5667,60,-0.40662
94.6,60,-0.58769
94.6333,60,-0.74306
94.6667,60,-0.86596
94.7,60,-0.95102
94.7333,60,-0.99451
94.7667,60,-0.99453
94.8,60,-0.95109
94.8333,60,-0.86609
94.8667,60,-0.74323
94.9,60,-0.58789
94.9333,60,-0.40685
94.9667,60,-0.20803
95,60,-0.00012418
95.0333,60,0.20779
95.0667,60,0.40662
95.1,60,0.58768
95.1333,60,0.74306
95.1667,60,0.86596
95.2,60,0.95102
95.2333,60,0.99451
95.2667,60,0.99453
95.3,60,0.9511
95.3333,60,0.86609
95.3667,60,0.74323
95.4,60,0.58789
95.4333,60,0.40685
95.4667,60,0.20803
95.5,60,0.00012484
95.5333,60,-0.20779
95.5667,60,-0.40662
95.6,60,-0.58768
95.6333,60,-0.74306
95.6667,60,-0.86596
95.7,60,-0.95102
95.7333,60,-0.99451
95.7667,60,-0.99453
95.8,60,-0.9511
95.8333,60,-0.86609
95.8667,60,-0.74323
95.9,60,-0.58789
95.9333,60,-0.40685
95.9667,60,-0.20803
96,60,-0.00012549
96.0333,60,0.20779
96.0667,60,0.40662
96.1,60,0.58768
96.1333,60,0.74306
96.1667,60,0.86596
96.2,60,0.95102
96.2333,60,0.99451
96.2667,60,0.99454
96.3,60,0.9511
96.3333,60,0.86609
96.3667,60,0.74323
96.4,60,0.58789
96.4333,60,0.40685
96.4667,60,0.20804
96.5,60,0.00012614
96.5333,60,-0.20779
96.5667,60,-0.40662
96.6,60,-0.58768
96.6333,60,-0.74306
96.6667,60,-0.86596
96.7,60,-0.95102
96.7333,60,-0.99451
96.7667,60,-0.99454
96.8,60,-0.9511
96.8333,60,-0.86609
96.8667,60,-0.74323
96.9,60,-0.58789
96.9333,60,-0.40685
96.9667,60,-0.20804
97,60,-0.0001268
97.0333,60,0.20779
97.0667,60,0.40662
97.1,60,0.58768
97.1333,60,0.74306
97.1667,60,0.86596
97.2,60,0.95102
97.2333,60,0.99451
97.2667,60,0.99454
97.3,60,0.9511
97.3333,60,0.86609
97.3667,60,0.74323
97.4,60,0.58789
97.4333,60,0.40685
97.4667,60,0.20804
97.5,60,0.00012745
97.5333,60,-0.20779
97.5667,60,-0.40662
97.6,60,-0.58768
97.6333,60,-0.74306
97.6667,60,-0.86596
97.7,60,-0.95102
97.7333,60,-0.99451
97.7667,60,-0.99454
97.8,60,-0.9511
97.8333,60,-0.86609
97.8667,60,-0.74323
97.9,60,-0.58789
97.9333,60,-0.40685
97.9667,60,-0.20804
98,60,-0.0001281
98.0333,60,0.20779
98.0667,60,0.40662
98.1,60,0.58768
98.1333,60,0.74306
98.1667,60,0.86596
98.2,60,0.95102
98.2333,60,0.99451
98.2667,60,0.99454
98.3,60,0.9511
98.3333,60,0.86609
98.3667,60,0.74323
98.4,60,0.58789
98.4333,60,0.40685
98.4667,60,0.20804
98.5,60,0.00012876
98.5333,60,-0.20779
98.5667,60,-0.40662
98.6,60,-0.58768
98.6333,60,-0.74306
98.6667,60,-0.86596
98.7,60,-0.95102
98.7333,60,-0.99451
98.7667,60,-0.99454
98.8,60,-0.9511
98.8333,60,-0.86609
98.8667,60,-0.74323
98.9,60,-0.58789
98.9333,60,-0.40685
98.9667,60,-0.20804
99,60,-0.00012941
99.0333,60,0.20779
99.0667,60,0.40662
99.1,60,0.58768
99.1333,60,0.74306
99.1667,60,0.86596
99.2,60,0.95102
99.2333,60,0.99451
99.2667,60,0.99454
99.3,60,0.9511
99.3333,60,0.86609
99.3667,60,0.74323
99.4,60,0.58789
99.4333,60,0.40686
99.4667,60,0.20804
99.5,60,0.00013006
99.5333,60,-0.20778
99.5667,60,-0.40662
99.6,60,-0.58768
99.6333,60,-0.74306
99.6667,60,-0.86596
99.7,60,-0.95102
99.7333,60,-0.99451
99.7667,60,-0.99454
99.8,60,-0.9511
99.8333,60,-0.86609
99.8667,60,-0.74323
99.9,60,-0.58789
99.9333,60,-0.40686
99.9667,60,-0.20804
100,60,-0.00013072
100.0333,60,0.20778
100.0667,60,0.40662
100.1,60,0.58768
100.1333,60,0.74306
100.1667,60,0.86596
100.2,60,0.95102
100.2333,60,0.99451
100.2667,60,0.99454
100.3,60,0.9511
100.3333,60,0.86609
100.3667,60,0.74323
100.4,60,0.58789
100.4333,60,0.40686
100.4667,60,0.20804
100.5,60,0.00013137
100.5333,60,-0.20778
100.5667,60,-0.40662
100.6,60,-0.58768
100.6333,60,-0.74306
100.6667,60,-0.86596
100.7,60,-0.95102
100.7333,60,-0.99451
100.7667,60,-0.99454
100.8,60,-0.9511
100.8333,60,-0.86609
100.8667,60,-0.74323
100.9,60,-0.58789
100.9333,60,-0.40686
100.9667,60,-0.20804
101,60,-0.00013203
101.0333,60,0.20778
101.0667,60,0.40662
101.1,60,0.58768
101.1333,60,0.74306
101.1667,60,0.86596
101.2,60,0.95102
101.2333,60,0.99451
101.2667,60,0.99454
101.3,60,0.9511
101.3333,60,0.86609
101.3667,60,0.74323
101.4,60,0.58789
101.4333,60,0.40686
101.4667,60,0.20804
101.5,60,0.00013268
101.5333,60,-0.20778
101.5667,60,-0.40662
101.6,60,-0.58768
101.6333,60,-0.74306
101.6667,60,-0.86596
101.7,60,-0.95102
101.7333,60,-0.99451
101.7667,60,-0.99454
101.8,60,-0.9511
101.8333,60,-0.86609
101.8667,60,-0.74323
101.9,60,-0.58789
101.9333,60,-0.40686
101.9667,60,-0.20804
102,60,-0.00013333
102.0333,60,0.20778
102.0667,60,0.40661
102.1,60,0.58768
102.1333,60,0.74306
102.1667,60,0.86596
102.2,60,0.95102
102.2333,60,0.99451
102.2667,60,0.99454
102.3,60,0.9511
102.3333,60,0.86609
102.3667,60,0.74323
102.4,60,0.58789
102.4333,60,0.40686
102.4667,60,0.20804
102.5,60,0.00013399
102.5333,60,-0.20778
102.5667,60,-0.40661
102.6,60,-0.58768
102.6333,60,-0.74306
102.6667,60,-0.86596
102.7,60,-0.95102
102.7333,60,-0.99451
102.7667,60,-0.99454
102.8,60,-0.9511
102.8333,60,-0.86609
102.8667,60,-0.74323
102.9,60,-0.58789
102.9333,60,-0.40686
102.9667,60,-0.20804
103,60,-0.00013464
103.0333,60,0.20778
103.0667,60,0.40661
103.1,60,0.58768
103.1333,60,0.74305
103.1667,60,0.86596
103.2,60,0.95101
103.2333,60,0.99451
103.2667,60,0.99454
103.3,60,0.9511
103.3333,60,0.86609
103.3667,60,0.74324
103.4,60,0.58789
103.4333,60,0.40686
103.4667,60,0.20804
103.5,60,0.00013529
103.5333,60,-0.20778
103.5667,60,-0.40661
103.6,60,-0.58768
103.6333,60,-0.74305
103.6667,60,-0.86596
103.7,60,-0.95101
103.7333,60,-0.99451
103.7667,60,-0.99454
103.8,60,-0.9511
103.8333,60,-0.86609
103.8667,60,-0.74324
103.9,60,-0.5879
103.9333,60,-0.40686
103.9667,60,-0.20804
104,60,-0.00013595
104.0333,60,0.20778
104.0667,60,0.40661
104.1,60,0.58768
104.1333,60,0.74305
104.1667,60,0.86596
104.2,60,0.95101
104.2333,60,0.99451
104.2667,60,0.99454
104.3,60,0.9511
104.3333,60,0.86609
104.3667,60,0.74324
104.4,60,0.5879
104.4333,60,0.40686
104.4667,60,0.20805
104.5,60,0.0001366
104.5333,60,-0.20778
104.5667,60,-0.40661
104.6,60,-0.58767
104.6333,60,-0.74305
104.6667,60,-0.86596
104.7,60,-0.95101
104.7333,60,-0.99451
104.7667,60,-0.99454
104.8,60,-0.9511
104.8333,60,-0.86609
104.8667,60,-0.74324
104.9,60,-0.5879
104.9333,60,-0.40686
104.9667,60,-0.20805
105,60,-0.00013725
105.0333,60,0.20778
105.0667,60,0.40661
105.1,60,0.58767
105.1333,60,0.74305
105.1667,60,0.86596
105.2,60,0.95101
105.2333,60,0.99451
105.2667,60,0.99454
105.3,60,0.9511
105.3333,60,0.86609
105.3667,60,0.74324
105.4,60,0.5879
105.4333,60,0.40686
105.4667,60,0.20805
105.5,60,0.00013791
105.5333,60,-0.20778
105.5667,60,-0.40661
105.6,60,-0.58767
105.6333,60,-0.74305
105.6667,60,-0.86596
105.7,60,-0.95101
105.7333,60,-0.99451
105.7667,60,-0.99454
105.8,60,-0.9511
105.8333,60,-0.86609
105.8667,60,-0.74324
105.9,60,-0.5879
105.9333,60,-0.40686
105.9667,60,-0.20805
106,60,-0.00013856
106.0333,60,0.20778
106.0667,60,0.40661
106.1,60,0.58767
106.1333,60,0.74305
106.1667,60,0.86596
106.2,60,0.95101
106.2333,60,0.99451
106.2667,60,0.99454
106.3,60,0.9511
106.3333,60,0.86609
106.3667,60,0.74324
106.4,60,0.5879
106.4333,60,0.40686
106.4667,60,0.20805
106.5,60,0.00013921
106.5333,60,-0.20778
106.5667,60,-0.40661
106.6,60,-0.58767
106.6333,60,-0.74305
106.6667,60,-0.86596
106.7,60,-0.95101
106.7333,60,-0.99451
106.7667,60,-0.99454
106.8,60,-0.9511
106.8333,60,-0.8661
106.8667,60,-0.74324
106.9,60,-0.5879
106.9333,60,-0.40686
106.9667,60,-0.20805
107,60,-0.00013987
107.0333,60,0.20777
107.0667,60,0.40661
107.1,60,0.58767
107.1333,60,0.74305
107.1667,60,0.86596
107.2,60,0.95101
107.2333,60,0.99451
107.2667,60,0.99454
107.3,60,0.9511
107.3333,60,0.8661
107.3667,60,0.74324
107.4,60,0.5879
107.4333,60,0.40686
107.4667,60,0.20805
107.5,60,0.00014052
107.5333,60,-0.20777
107.5667,60,-0.40661
107.6,60,-0.58767
107.6333,60,-0.74305
107.6667,60,-0.86596
107.7,60,-0.95101
107.7333,60,-0.99451
107.7667,60,-0.99454
107.8,60,-0.9511
107.8333,60,-0.8661
107.8667,60,-0.74324
107.9,60,-0.5879
107.9333,60,-0.40687
107.9667,60,-0.20805
108,60,-0.00014118
108.0333,60,0.20777
108.0667,60,0.40661
108.1,60,0.58767
108.1333,60,0.74305
108.1667,60,0.86595
108.2,60,0.95101
108.2333,60,0.99451
108.2667,60,0.99454
108.3,60,0.9511
108.3333,60,0.8661
108.3667,60,0.74324
108.4,60,0.5879
108.4333,60,0.40687
108.4667,60,0.20805
108.5,60,0.00014183
108.5333,60,-0.20777
108.5667,60,-0.40661
108.6,60,-0.58767
108.6333,60,-0.74305
108.6667,60,-0.86595
108.7,60,-0.95101
108.7333,60,-0.99451
108.7667,60,-0.99454
108.8,60,-0.9511
108.8333,60,-0.8661
108.8667,60,-0.74324
108.9,60,-0.5879
108.9333,60,-0.40687
108.9667,60,-0.20805
109,60,-0.00014248
109.0333,60,0.20777
109.0667,60,0.40661
109.1,60,0.58767
109.1333,60,0.74305
109.1667,60,0.86595
109.2,60,0.95101
109.2333,60,0.99451
109.2667,60,0.99454
109.3,60,0.9511
109.3333,60,0.8661
109.3667,60,0.74324
109.4,60,0.5879
109.4333,60,0.40687
109.4667,60,0.20805
109.5,60,0.00014314
109.5333,60,-0.20777
109.5667,60,-0.40661
109.6,60,-0.58767
109.6333,60,-0.74305
109.6667,60,-0.86595
109.7,60,-0.95101
109.7333,60,-0.99451
109.7667,60,-0.99454
109.8,60,-0.9511
109.8333,60,-0.8661
109.8667,60,-0.74324
109.9,60,-0.5879
109.9333,60,-0.40687
109.9667,60,-0.20805
110,60,-0.00014379
110.0333,60,0.20777
110.0667,60,0.40661
110.1,60,0.58767
110.1333,60,0.74305
110.1667,60,0.86595
110.2,60,0.95101
110.2333,60,0.99451
110.2667,60,0.99454
110.3,60,0.9511
110.3333,60,0.8661
110.3667,60,0.74324
110.4,60,0.5879
110.4333,60,0.40687
110.4667,60,0.20805
110.5,60,0.00014444
110.5333,60,-0.20777
110.5667,60,-0.4066
110.6,60,-0.58767
110.6333,60,-0.74305
110.6667,60,-0.86595
110.7,60,-0.95101
110.7333,60,-0.99451
110.7667,60,-0.99454
110.8,60,-0.9511
110.8333,60,-0.8661
110.8667,60,-0.74324
110.9,60,-0.5879
110.9333,60,-0.40687
110.9667,60,-0.20805
111,60,-0.0001451
111.0333,60,0.20777
111.0667,60,0.4066
111.1,60,0.58767
111.1333,60,0.74305
111.1667,60,0.86595
111.2,60,0.95101
111.2333,60,0.99451
111.2667,60,0.99454
111.3,60,0.9511
111.3333,60,0.8661
111.3667,60,0.74324
111.4,60,0.5879
111.4333,60,0.40687
111.4667,60,0.20805
111.5,60,0.00014575
111.5333,60,-0.20777
111.5667,60,-0.4066
111.6,60,-0.58767
111.6333,60,-0.74305
111.6667,60,-0.86595
111.7,60,-0.95101
111.7333,60,-0.99451
111.7667,60,-0.99454
111.8,60,-0.9511
111.8333,60,-0.8661
111.8667,60,-0.74324
111.9,60,-0.5879
111.9333,60,-0.40687
111.9667,60,-0.20805
112,60,-0.0001464
112.0333,60,0.20777
112.0667,60,0.4066
112.1,60,0.58767
112.1333,60,0.74305
112.1667,60,0.86595
112.2,60,0.95101
112.2333,60,0.99451
112.2667,60,0.99454
112.3,60,0.9511
112.3333,60,0.8661
112.3667,60,0.74324
112.4,60,0.5879
112.4333,60,0.40687
112.4667,60,0.20806
112.5,60,0.00014706
112.5333,60,-0.20777
112.5667,60,-0.4066
112.6,60,-0.58767
112.6333,60,-0.74305
112.6667,60,-0.86595
112.7,60,-0.95101
112.7333,60,-0.99451
112.7667,60,-0.99454
112.8,60,-0.9511
112.8333,60,-0.8661
112.8667,60,-0.74324
112.9,60,-0.5879
112.9333,60,-0.40687
112.9667,60,-0.20806
113,60,-0.00014771
113.0333,60,0.20777
113.0667,60,0.4066
113.1,60,0.58767
113.1333,60,0.74305
113.1667,60,0.86595
113.2,60,0.95101
113.2333,60,0.99451
113.2667,60,0.99454
113.3,60,0.9511
113.3333,60,0.8661
113.3667,60,0.74324
113.4,60,0.58791
113.4333,60,0.40687
113.4667,60,0.20806
113.5,60,0.00014836
113.5333,60,-0.20777
113.5667,60,-0.4066
113.6,60,-0.58767
113.6333,60,-0.74305
113.6667,60,-0.86595
113.7,60,-0.95101
113.7333,60,-0.99451
113.7667,60,-0.99454
113.8,60,-0.9511
113.8333,60,-0.8661
113.8667,60,-0.74324
113.9,60,-0.58791
113.9333,60,-0.40687
113.9667,60,-0.20806
114,60,-0.00014902
114.0333,60,0.20777
114.0667,60,0.4066
114.1,60,0.58766
114.1333,60,0.74304
114.1667,60,0.86595
114.2,60,0.95101
